,기입날짜,별점,옵션,후기
103,23.03.12.,5,색상: 블루블랙(87키) / 스위치: 게이트론 저소음갈축,"제가 직업상 주변소음이 크고 잦은데서 일하다보니 왠만한 소음에는 내성이생겨서 귀가 그렇게 민감한편은 아니였는데요 같이 디스코드하면서 게임하는 지인들이 키보드소리가 너무 크다며 얘기를하길래 청축이 어떤사람들에겐 시끄러울수있다라는걸 처음 알았습니다.. 키보드도 거의 7년가까이 사용중이여서 이참에 좋은걸로 바꾸고 오래 사용하자는 마음으로 바꾸게 되었고.. 왜 사람들이 엠스톤 그루브 키보드를 추천학ㅎ 사용하는지.. 제가 직접 받고 사용해본 후 너무 감동을받아서 이렇게 리뷰를 남겨봅니다. 서론이 너무 길었네요 구매하시는분들께 도움이 되시길바랍니다.

  ● 회사가 용산근처라 타건샵 방문해서 이름있는 브랜드 키보드 및 스위치별로 타건해본 후 최종결정한 모델임을 참고 부탁합니다.

1.제가 선택한 모델은 ""엠스톤그루브 t87a 블루블랙 저소음갈축(게이트론) 모델이며, 기존에 사용중이던 A사에 K660 청축을 써왔습니다. 두모델을 비교하기에는 엠스톤의 퀄리티가 너무 넘사벽입니다. 

타건감,키압,스테빌,구분감 이모든부분을 만족시켜준 스위치가 게이트론 저소음 갈축 모델이었으며 항상 리니어타입에 키보드만 사용해왔는데 넌클릭타입이 이렇게 좋은지몰랐네요. 저소음적축은 너무 키압이 가벼워서 재미가없다고 해야할까요. 갈축처럼 누르는 맛이 살아있으면서 타건소리도 조용한 최적의 스위치네요. 개인적으로 엠스톤에서 자체 개발한 저소음 코랄축(넌클릭) 과 저소음 밀키축(리니어) 중에서는 신기하게도 밀키축이 더 느낌이 좋았습니다. 리니어인데도 불구하고 직접 타건해서 비교해보니 제개인적으로는 밀키축에 한표..!! 

재고가 없기도했고 마냥 기다리기에는 제 성격상.. 고민하지않고 그냥 게이트론 저소음 갈축으로 구매했고 구매만족도 200% 입니다. 기회가 된다면 저소음 밀키축 계열로 사용해보고싶은 마음이 크네요^^ 

디자인이 다양하지않아서 아쉬워하시는 분들도 보였지만 제 생각에는 나에게 맞는 스위치만 찾으신다면 키캡은 커스텀하는데에 일반인들은 크게 어렵지않기에 본인의 취향에 따라 키캡만 별도로 구매하셔서 바꿔가며 사용하시는걸 추천하고싶네요. 핫스왑식은 가격대가 너무 비싸지기도하고 키보드 하우징 재질이나 이런부분을 바꾸고싶으신분들은 아예 커스텀쪽으로 직접 알아보시는게 나을거같고 저는 완제품모델중 풀윤활도 되어있고 이정도 완성도에 가성비까지 가져가는 모델은 엠스톤이 적격이라고 생각합니다♡ 동생도 곧 생일인데 제 키보드 눌러보더니 바로 갖고싶다고 할정도니까요.. 저도 키를 눌러보는순간 ㅋㅋㅋ 가격생각이안들더라구요 그냥 너무 좋다만 반복하게됐습니다.. 좋은제품 만들어주셔서 너무 감사드리고 앞으로도 계속 엠스톤그루브만 이용할거에요!! 감사합니다♡"
104,23.03.09.,5,색상: 클라리온S(87키) / 스위치: 갈축(45g),"클라리온S 재고가 없어 블루블랙인가?? 그걸로 받았습니다. 솔직히 색상은 상관없어서 빠르게 배송 온걸로 매우 만족했습니다.
키보드 사용 해본게 NKEY BOARD 청축, 더키청축, 덱 거북선 청축, 덱프랑슘 갈축, 커세어 K63 적축 써봤었고
청축보다 소리 덜나는 키보드 찾다가 엠스톤 ""윤활""에 꽂혀서 질렀습니다.
다른 리뷰들도 여러 참고하면서 갈축은 정갈한 느낌이다, 윤활 된 키보드 써보면 느낌 다를거다 란 글을 봤는데 특유의 타격감이 어떤 느낌인지 알겠네요. 다라라락 하는게 묘한 중독성 있음!
덱 거북선도 너무 좋았는데 바로 메인 갈아탔습니다.
너무 좋아요 잘쓰겠습니다."
105,23.03.09.,5,색상: 클라리온S(87키) / 스위치: 저소음적축(35g),여친 선물해줬는데 너무 맘에 들어해서 좋네요 예쁘고 소리도 조용하고 좋고 느낌도 좋아요
106,23.03.08.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(35g),개쩐다 이거 고민하면 시간만 낭비함 그냥 한번써보고 느껴 보세요  저가 갈축 쓰다가 스페이스 엔터등 스프링소리나서 너무 거슬려서 구매 해봤는데 돈이 아깝지 않다 그냥 오자마자 뜯어서 바로 두들겼는데 너무 마음에 든다 무조건 사라 강추다🐥
107,23.03.07.,5,색상: 클라리온S(87키) / 스위치: 저소음코랄축(38g),좋아요 최고입니다 ㅎ
108,23.03.07.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음밀키축(45g),키보드 칠때마다 극락갈것 같아요 완전
109,23.03.05.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(38g),기성 리니어의 끝.
110,23.03.02.,5,색상: 블루블랙(87키) / 스위치: 저소음밀키축(38g),부드럽고 조용하고 좋아요
111,23.03.02.,5,색상: 라이트MA/그린(87키) / 스위치: 밀키축V2(55g),"키압높은 리니어를 선호하는데 딱마침 약간 누런 흰색 색상이 재고가 있어서 밀키 55g으로 구매했습니다. 레트로 키캡껴주니 찰떡이네요.
알루미늄 키보드도 몇개 있지만 비교해봐도 너무 만족합니다!"
112,23.02.28.,5,색상: 라이트MA/그린(87키) / 스위치: 밀키축V2(55g),색이 너무 이쁘네요! 키감도 쫀득하고 좋아요!
113,23.02.28.,5,색상: 클라리온S(87키) / 스위치: 갈축(35g),좋네요 빠르구 최고입니다
114,23.02.28.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,예쁘고 조용하고 키감도 좋고 옆에 숫자키도 없어서 너무 좋아요
115,23.02.28.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(45g),배송빠르고 소리도 없이 진짜좋아요~!!!!
116,23.02.27.,5,색상: 블루블랙(87키) / 스위치: 저소음코랄축(38g),특수축 키감이 너무 좋아요 ㅎㅎ 사무실에서 조용히 쓰고 싶어서 고르고 골랐는데 정말 만족합니다! 풀윤활이라 더더욱 만족하구요
117,23.02.27.,5,색상: 라이트MA/그린(87키) / 스위치: 코랄축V2(55g),"키압이 높은걸 써보고 싶어서 55키압으로 구매했는데, 만족스럽네요
왜 갓스톤 하는지 알겠어요"
118,23.02.27.,5,색상: 블루블랙(87키) / 스위치: 저소음밀키축(38g),너무 좋네요 부드럽고
119,23.02.26.,5,색상: 블루블랙(87키) / 스위치: 저소음적축(45g),"소리가 샤박샤박 나고 아주 이쁩니다
끝내주네요 고장안나길 기원합니다"
120,23.02.20.,5,색상: 라이트MA/그린(87키) / 스위치: 밀키축V2(38g),아진짜좋네요 쫀득쫀득한게 타자칠맛 납니다 근데 엔터키나 스페이스 같은거는 좀더 무거운거 같아요
121,23.02.19.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음코랄축(45g),"타건샵 가서 코랄축 타건해보고 45g이 마음에 들어서 사무실용으로 쓰려고 저소음코랄 구입했어요.
일단 유튜브에 올라와 있는 타건 영상들에 비해 실제로는 좀 더 정숙한 소리가 나는 것 같습니다.
다른 키들은 저소음코랄 특유의 쫀득하고 묵직한 느낌이 나는데, 스페이스바만 눈에 띄게 소리가 달라서 그게 조금 아쉽네요ㅠㅠ
그래도 전체적으로 만족하고, 도각도각 느낌이 넘 좋아서 계속 사용하고 싶어져요."
122,23.02.19.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(45g),87로 두번째 구매입니다. 저는 적축만으로도 만족합니다.
123,23.02.19.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음코랄축(38g),"기존 게저갈45, 밀키 45사용중입니다.
게저갈의 업글버전이라고하여 사봤는데 만족스럽스럽습니다. 게저갈은 사각사각이라면 저코는 도각사갈이네요? 신기 ㅎ..소음은 저소음에 비해 도각사각거리는 느낌이 그래도 들리네요 ㅎ 매우조용한사무실에서는 게저갈이 더조용하겠네요. 저코 키감은 너무좋음 ㅎ..ㅎ"
124,23.02.18.,5,색상: 라이트MA/옐로우(87키) / 스위치: 저소음적축(35g),처음 써보는 적축인데 키압도 가벼워 손에 힘 많이 안 들어가고 좋습니당
125,23.02.17.,5,색상: 라이트MA/그린(87키) / 스위치: 밀키축V2(45g),좋아요좋아여좋아요즇아오좋아요
126,23.02.17.,5,색상: 블랙옐로우(87키) / 스위치: 코랄축V2(45g),가성비 좋은 키보드네요
127,23.02.17.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음적축(35g),"소리도 엄청 조용하고 타건감도 좋네요ㅎㅎ 존버한 보람이 있습니다! 배송도 엄청 빨랐어요~!
다음엔 밀키축도 써보고 싶네요ㅎㅎ"
128,23.02.17.,5,색상: 라이트MA/그린(87키) / 스위치: 저소음코랄축(38g),"빠르게 배송 받았습니다.
지금 받은 키보드로 치고 있는데 사무실에서 사용하고 있고 조용하고 좋습니다.
색상도 생각했던 것보다 실물이 훨씬 낫네요.
앞으로 잘 사용해보고 나중에 후기 추가로 남길 수 있으면 남기겠습니다!"
129,23.02.15.,5,색상: 클라리온S(87키) / 스위치: 저소음적축(35g),키보드 소리가 아예 안난다 싶을 정도로 조용해서 너무 좋습니다.. 저소음 적축이 사무실에서 쓰기 최고인것같아요
130,23.02.15.,5,색상: 블루블랙(87키) / 스위치: 저소음코랄축(45g),사용할수록 키감이 더 좋아지는것같아요 쫀득쫀득
131,23.02.14.,5,색상: 퍼플러(87키) / 스위치: 저소음적축(45g),타자 두드리는 소리가 전혀 나지 않아서 좋아요~
132,23.02.14.,5,색상: 블루블랙(87키) / 스위치: 저소음코랄축(45g),그루브는 믿고사는거라했는데 역시나 좋습니다 키감이나 디자인 만족! 기변없이 고장날때까지 쓸예정입니다
133,23.02.14.,5,색상: 클라리온S(87키) / 스위치: 게이트론 저소음갈축,타건이나 디자인이나 미쳤습니다 ㅠㅠㅠ
134,23.02.14.,5,색상: 블랙옐로우(87키) / 스위치: 적축(45g),생각보다 배송이 빨리와 좋았습니다. 풀윤활 적축은 처음인데 키감이 맘에드네요. 다만 추가로 구입한 항공선이 두꺼워서 좀 튀어나오네요.
135,23.02.13.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),조용하고 좋아요!!
136,23.02.12.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),"비싼키보드 처음써보는데 역시 돈값하네요 ㄷㄷ..
풀윤활이라 그런가 확실히 소리나 키감이 너무 좋아요

너무 감사합니다!!"
137,23.02.12.,5,색상: 블랙옐로우(87키) / 스위치: 저소음밀키축(38g),너무 만족하면서 쓰고있어요!
138,23.02.12.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),무접점보다 훨씬 조용해요 조용한 사무실에서 쓰신다면 추천합니다
139,23.02.12.,5,색상: 라이트그레이(87키) / 스위치: 갈축(35g),부드럽고 사용감 너무 좋아요 소리도 작고 색상도 너무 맘에 듭니다 디자인 사용감 굿굿
140,23.01.25.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(45g),"벌써 엠스톤 키보드는 5대째네요. 

일단 이번에 데려온 친구는 위에 포인트 키캡이 인디핑크색인 밀키V2 이구요. 

기성품 중에서는 리니어 끝판왕이라고 생각이 들정도로 키감이 아주 만족스럽습니다.

매장에서 쳐봤을 때는 45G가 조금 묵직 했었던 것 같아서 생각보다 키압이 높구나라고 생각이 들었었는데,

실제로 받아보니까 엠스톤 적축 45G과 동일한 키압이라고 느꼈습니다.

처음 받자마자 눌러봤을 때는 키압이 체리의 적축에서 흑축 정도는 되는 묵직함이 있었는데, 얘가 얼어 있었나봐요ㅋㅋ 실내에 한시간 가량 두니 적축과 동일한 키압으로 내려가더군요. 아무튼 대만족이구요. 뽑기도 잘한 것 같습니다.

요약 : 기성품 리니어 끝판 왕, 기존에 체리 적축 45G 와 동일한 키압으로 느껴집니다. 키압셀까봐 우려하시는 분들은 그냥 45로 가셔도 무방할 듯 합니다."
141,23.01.25.,5,색상: 클라리온S(87키) / 스위치: 저소음코랄축(45g),이쁘고 묵직하고 너무 좋네요
142,23.01.25.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,청축만 썼는데 친구 키보드 만져 보다가 느낌이 너무 좋아서 질러 버렸어요 갈축 느낌 너무 좋네요 ㅜㅜ 저소음이라 더 좋았습니다 키보드 색깔은.............. 맘에 쏙 들지는 않지만 옛날 컴퓨터 키보드 같아서 정감 가고 무난합니다 배송도 빨랐고 문의 답변도 빠르고 친절하셔서 좋았어요~
143,23.01.25.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),잘쓰고 있어요 좋아요 ㅎㅎ
144,23.01.23.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,아들이 구매해달라고 해서 구매했는데 넘 좋다고 하네요
145,23.01.23.,5,색상: 라이트MA/옐로우(87키) / 스위치: 게이트론 저소음갈축,"보글보글 키감이 좋아요ㅋ
귀여운 느낌이라 타자가 더 치고 싶어져요"
146,23.01.22.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,만족도 짱입니다. 일할 때 생산성이 더 높아지는 느낌이에요.
147,23.01.21.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,"그동안 10만원 넘는 키보드 사는거 이해 못했는데 손목이 너무 아파서 유튜브 리뷰도 보고 여러 검색 끝에 사봤어요. 칙칙한게 안 예뻐 보여서 키캡 사봤는데 안사도 될만큼 이뻐서 놀랐습미다. 키감은 엄청 부드럽고 손가락, 손목에 무리 안가고 조용합니다. 너무 만족스럽습니다"
148,23.01.21.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,"색깔 너무 예뻐용
타자치는 소리도 사각사각하고 누르는 느낌도 좋네요
단점은 키보드 흰색부분에 먼지끼면 잘 보이는정도? ㅋㅋ그거 빼곤 다 맘에듬"
149,23.01.21.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,역시 키보드는 엠스톤 너무 좋아용
150,23.01.20.,5,색상: 라이트그레이(87키) / 스위치: 밀키축V2(45g),"엠스톤 키보드 8번째 구매가 되네요..
밀키V2 물량 풀리자마자 오후5시 바로 결재해서 오늘 오후에 베스트와이 오프라인 매장가서 찾아왔습니다.
코랄V2도 구매하고 싶었지만 원하는 색상이 없어 추후 구매하기로 결정
키보드 찾으러 간김에 오랜만에 타건샵에서 놀다왔는데 참 좋았습니다.
다얼유 저소음 택타일도 마음에 들더라고요..빠른 출시 기원..

어쨌건 밀키V2 타건감 상당히 마음에 듭니다.
45G으로 구매하였는데 생각보다 많이 무거워서 적축 흑축 사이 느낌? 황축보다 무거운 느낌? 입니다.
특히 다른 키들은 괜찮은데 스페이스바 키감이 엄청 무겁습니다..ㅎㅎ
스페이스바 외에는 상당히 매력적인 키감이였고 풀윤활이라 그런지 스프링 잡소리 전혀없이 도각임이 상당히 좋았습니다.
코랄V2도 빠른 출시 기원하고 다크그레이 다크시티 출시 기원합니다.. 숨 참습니다.."
151,23.01.20.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,제가 원래 청축을 좋아하는데 좀 조용하게 사용하고 싶어서 게저갈로 구매했어요! 키감이 살짝 묵직하고 부드러워서 누르는 맛이잇네요! 그리고 디자인이 넘 레트로해서 이뻐요!!! 빛도 백라이트라 넘 잘어율리고 이쁘네요!!
152,23.01.20.,5,색상: 라이트그레이(87키) / 스위치: 저소음적축(35g),좋아요 엄청 조용해요
153,23.01.18.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,게저갈 서걱서걱하고 조용한게 딱 좋음
154,23.01.18.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,"너무 좋습니다 
더이상 말이 필요없습니다
 그냥 좋습니다"
155,23.01.17.,5,색상: 라이트그레이(87키) / 스위치: 게이트론 저소음갈축,"키보드 너무 고급지고, 소리도 좋습니다. 색도 이쁘고 감사합니다"
156,23.01.17.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,키보드 완전 좋네요 :)
157,23.01.17.,5,색상: 라이트MA/옐로우(87키) / 스위치: 게이트론 저소음갈축,이쁘고 타건감도 좋아요 아주만족
158,23.01.16.,5,색상: 퍼플러(87키) / 스위치: 저소음적축(45g),"배송 빨라요
키감 좋은데 생각보다 키압이 쎄네요"
159,23.01.15.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,좋아요....만족합니다.
160,22.12.04.,5,색상: 퍼플러(87키) / 스위치: 저소음적축(45g),소리안나고 좋아요!
161,22.12.01.,5,색상: 라이트그레이(87키) / 스위치: 저소음밀키축(38g),키감 미쳤고 디자인도 생각보다 너무 이쁘고.. 그냥 제 키보드 같아요 물론 구매했으니 제 키보드지만요 너무 마음에 들어요 ㅜㅜ 소리도 너무 좋고 마냥 조용한 것도 아니고 조용하긴 한데 너무 좋아요 그냥 사서 사용해 보면 이 말이 무슨 말인지 아실 거예요
162,22.11.30.,5,색상: 퍼플러(87키) / 스위치: 코랄축(38g),듣기 좋은 소리와 재미있는 키감입니다. 코랄축이 v2에서는 38g이 없다고 해서 부랴부랴 샀는데 만족스러워요.
163,22.11.27.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,"기존 청축 사용중인데 타격감 좋고 시원한데 집에서는 조금 시끄러운 감이 있어서 이번에갈축 저소음으로 주문해 사용해보니 엄청 조용하니 좋네요
청축>갈축>적축순입니디"
164,22.11.26.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,"너무 이쁘고 키감이 좋아요 
타자치는 소리도 작아서 좋습니다"
165,22.11.24.,5,색상: 퍼플러(87키) / 스위치: 저소음적축(35g),"35g 45g 고민했는데요
사무실에서 쓸용도로 45g 또 구매할게요"
166,22.11.23.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,겁나이쁘네요 다른색도 구매욕구뿜
167,22.11.22.,5,색상: 라이트그레이(87키) / 스위치: 저소음밀키축(38g),저소음 밀키 출시만을 기다렸는데... 드디어 구매했어요! 기대를 너무 많이 해서 혹시 기대에 못 미치면 어쩌나 걱정했는데 넘 만족스럽네용~~ 색깔은 진짜 말 그대로 라이트 그레이예요. 클래식한 느낌이 납니당. 만족스럽긴 하지만 다시 기회가 주어진다면 45g으로 살것입니다 ...
168,22.11.22.,5,색상: 블루블랙(87키) / 스위치: 저소음코랄축(38g),"저소음 코랄축 38g 구매했습니다.
게저갈이랑은 확실히 다른 느낌의 구분감이 있네요.

게저갈은 집에서 쓰고 있는데 중간에 한번 걸리면서 스무스하게 들어가는 느낌이라면, 저소음코랄은 중간에 걸리는 느낌은 전혀 없고 뭔가 흡입기로 빨아드리는것처럼 빨려 들어가서 자석처럼 딱 붙는 걸림감? 이 느껴집니다.

타건 소리를 느낌으로 비교하자면, 게저갈은 스스슥+부스슥+서걱서걱, 같은 뭔가를 쓸어 담거나 사과나 배를 깍을때의 그런 느낌이라면,
저소음코랄은 살살 누르면 게저갈의 서걱 소리가 약간 있지만 조금만 강하게 눌러도 초콜릿이나 크레파스를 반 쪼갤때의 느낌? 도각도각소리가 나네요.

무게감도 게저갈이 저는 더 가볍게 느껴집니다. 저코축이 뭔가 달라붙었다가 다시 밀어내주는 느낌이 있어서 그런듯? 똑딱이라고 할까요?

결론은 저는 처음 느꼈을때의 만족감은 저코축보다는 게저갈이 저한테는 더 좋게 느껴졌네요.
하지만 적응해서 써보다 보면 달라질거 같기도 합니다 ㅎㅎ

그리고 저코축은 업무용이라면 모를까 게임용으로는 저는 비추할거 같네요"
169,22.11.21.,5,색상: 블루블랙(87키) / 스위치: 저소음코랄축(45g),조용하고 키감 쫀득쫀득한게 좋아요 출시까지 기다리길 잘한거같아요 :)
170,22.11.21.,5,색상: 라이트그레이(87키) / 스위치: 저소음밀키축(38g),"저밀축 좋아요 ㅠㅠ 저번에 45g 밀키축 샀었는데요, 이번엔 38g 저밀 샀는데 손가락이 키압에 적응중이네요 ㅎㅎ 이내 적응 할거라 봅니다. 동료가 리얼포스 쓰는데요.. 키압차가 쫌 있어서 그렇지 타건음은 유사한 거 같아요 ㅋㅋ 기다린만큼 잘 쓰겠습니다!!"
171,22.11.19.,5,색상: 퍼플러(87키) / 스위치: 코랄축(38g),배송도빠르고넘이뿌네요처음써보는축인데잘쓰겟습닏ㄱㆍ
172,22.11.16.,5,색상: 퍼플러(87키) / 스위치: 게이트론 저소음갈축,실물이 더 이쁘네용!! 완전 만족합니다.
173,22.11.15.,5,색상: 퍼플러(87키) / 스위치: 적축(45g),처음 칠때 스페이스 스텔에서 철심소리가 조금 있었는데 쓰다보니 소리가 잡혀서 매우 족스럽습니다
174,22.11.13.,5,색상: 퍼플러(87키) / 스위치: 저소음적축(45g),생일이라 이 키보드 선물했는데 너무 예쁘고 영롱하다고 해줘서 뿌듯>< 퍼플러 너무 예뻐요!
175,22.11.09.,5,색상: 퍼플러(87키) / 스위치: 코랄축(45g),너무 이쁘고 타감 너무좋아요
176,22.11.08.,5,색상: 퍼플러(87키) / 스위치: 갈축(35g),갈축 구매했는데 많이 시끄럽지 않고 타격감은 좋아서 만족중입니당
177,22.11.08.,5,색상: 라이트그레이,"너무좋아요ㅎ 키감도 부드럽고 적당한구분감에 제가 좋아하는 키감입니다. 
근데 pbt키캡이라도 쓰다보니까 키캡이 번들거리게되는건 어쩔수없나봐여ㅜㅜㅋ"
178,22.11.07.,5,색상: 퍼플러,키감도 좋고 색감도 넘 예쁩니다 회사에서 키보드 뚜들길 맛이 나서 매우 만족하고 있습니다 :>
179,22.11.05.,5,색상: 퍼플러(87키) / 스위치: 코랄축(38g),키감 너무좋고 영롱해요 ㅠ
180,22.06.13.,5,배열: 87키 / 색상: 라이트MA,키감이 너무 좋아서 하루종일 계속 두드리고 싶습니다.
181,22.06.13.,5,배열: 104키 / 색상: 클라리온S,오래 기다려서 산 보람이 있어요 귀엽습니다
182,22.06.12.,5,배열: 87키 / 색상: 라이트그레이MA,귀염뽀짝해서 좋아요. 선물해줬는데 좋아하네요
183,22.06.11.,5,배열: 87키 / 색상: 라이트그레이MA,화면색상과 실물색상이 많이 달라요 화면보다 전체적으로 노란필터를 씌운느낌입니다 예상치못하긴했으나 큰 흠은 아니라 레트로 느낌을 좋아하는 분들에게 적합할듯합니다 제품설명사진은 디자인만 참고 하시고 색상은 옛날 컴퓨터실 키보드 느낌이라 생각하시면 딱맞겠네요 제가 올린사진보다 노란색상입니다
184,22.06.08.,5,배열: 104키 / 색상: 다크그레이,오래기다린 제품이에요
185,22.06.07.,5,배열: 87키 / 색상: 라이트그레이MA,이번이 2번째에요. 저적에 비해 사각사각 키감도 있고 조용하고 좋네요. 근데 윤활유의 기능은 언제까지 유지되는지... 이전 6개월 전에 산게 조금 소리가 큰것 같아요.
186,22.06.03.,5,배열: 87키 / 색상: 라이트그레이MA,"두번째 게저갈, ma키의 동글동글한 촉감도 괜찮네요."
187,22.06.03.,5,배열: 87키 / 색상: 라이트그레이MA,"실제로는 도독도독 하고 조용한데 영상으로 찍으니까 소리가 크게 들리네요!
원래 시끄러운 광축 쓰다가 저소음 사니까 신세계예요. 이 컬러 갖고싶어서 입고 기다리다 샀는데 대만족! 타건샵가서 쳐봤었는데 이 제품이 제일 마음에 들더라구요"
188,22.06.03.,5,배열: 87키 / 색상: 라이트그레이MA,"너무조아요!
완전 가볍고 조용하고
손가락이 엄청 편해요"
189,22.06.02.,5,모델: 다크그레이/87키,"부글거리는게 진짜 좋아요
고장없습니다"
190,22.06.01.,5,배열: 87키 / 색상: 클라리온S,좋아요 잘쓰고있어요
191,22.05.28.,5,배열: 104키 / 색상: 클라리온S,"만족하면서 쓰고 있습니다
소리 안나서 너무 편해요"
192,22.05.15.,5,배열: 87키 / 색상: 다크그레이,선물해줬눈데잘쓰고있대요~!!
193,22.05.14.,5,모델: 다크그레이/104키(풀윤활),"이거는 정말 괜찮아요. 한 달 이상 사용했는 데, 적극 추천합니다."
194,22.05.08.,5,배열: 87키 / 색상: 다크그레이,"여전히 일부 키에서 쇳소리 같은 게 나지만 익숙해져서 그런지 크게 불편하지도 않고, 빛도 은은해서 좋네요."
195,22.05.03.,5,배열: 87키 / 색상: 클라리온S,색상도 사진으로 보는것보다 부드럽고 이쁘게 잘 나왔네요. 저소음 갈축은 처음써보는데 이전에 사용하던 멤브레인 키보드를 생각하면 키를 누를때마다 사각사각하게 들려오는 사운드가 굉장히 마음에 듭니다. 다만 아쉬운 점은 LED INDICATOR 의 위치가 가려져서 잘 안보이는 점이네요. 방향키 위로 이동된다면 더욱 좋을것 같습니다.
196,22.04.29.,5,모델: 다크그레이/104키(풀윤활),소음 거의 없습니다. 심지어 타건음 소리가 좋아서 글쓰는데 취미가 들릴 정도입니다..
197,22.04.28.,5,배열: 87키 / 색상: 클라리온S,좋아요 잘쓰겠습니다
198,22.04.27.,5,배열: 87키 / 색상: 클라리온S,"앱코 저려미 청축 키보드 쓰다 넘어왔습니다
본격적인 기계식은 첨이고 그동안 영상으로 축별 소리 비교 많이 하면서 알아봤는데요
일단 대만족입니다!
포장상태부터 대만족이고 키보드 너무 이쁘구요
키감 하.. 이게 그 유명한 게저갈이구나 싶어요
타건감이 진짜 너무 좋습니다
적축에 비해 걸리는 느낌이 있다는게 뭔지는 잘 모르겠는데
특별히 걸리는 느낌 없이 키압이 약해 가벼운 느낌으로 타건 가능합니다
사무실에서의 사용에 정말 좋을거 같구요
영상으로 봤던 것보다 훨씬 소음 적습니다
타건음 너무 좋습니다... 황홀해요ㅠㅠ
혹시 저처럼 이지투온이나 디맥 하시는 분 계시면 추천드리고 싶습니다
키감이 경쾌한 편이어서 타건시 너무 즐겁습니다ㅋㅋ

다음은 밀키축 퍼플러 기다려봅니다!
좋은 제품 빠른 배송 감사합니다!"
199,22.04.24.,5,배열: 87키 / 색상: 클라리온S,생각보다 너무 이쁘고 소리도 작아서 넘 좋아요
